CGPA,Internships,Projects,Workshops/Certifications,ExtracurricularActivities,PlacementTraining,PlacementStatus
8.3,1,3,2,Yes,Yes,Placed
7.9,0,1,1,No,Yes,NotPlaced
8.2,1,2,2,Yes,Yes,NotPlaced
7.9,1,1,0,No,No,NotPlaced
6.5,1,2,2,No,No,NotPlaced
7.7,1,1,0,No,No,NotPlaced
8.1,2,1,0,Yes,Yes,NotPlaced
8.2,2,3,2,Yes,Yes,NotPlaced
8,1,2,0,Yes,Yes,NotPlaced
7.9,1,3,2,Yes,No,Placed
8.5,1,3,2,Yes,Yes,Placed
6.7,1,1,0,No,Yes,Placed
7.3,0,1,1,No,Yes,NotPlaced
8.1,1,3,2,Yes,Yes,Placed
9.1,2,1,3,Yes,Yes,Placed
8.6,1,3,2,Yes,Yes,Placed
6.7,2,1,1,Yes,Yes,NotPlaced
7.9,1,2,0,No,Yes,NotPlaced
8.3,1,3,2,Yes,Yes,NotPlaced
8.6,1,3,2,Yes,Yes,Placed
7.1,1,1,0,Yes,No,NotPlaced
7.3,1,1,0,Yes,Yes,NotPlaced
7.7,1,3,2,Yes,Yes,Placed
8.5,1,3,0,Yes,Yes,Placed
7.5,1,2,1,No,No,NotPlaced
6.5,0,2,1,No,Yes,NotPlaced
7,2,2,1,No,Yes,NotPlaced
7.8,1,3,1,Yes,Yes,Placed
8.4,2,3,2,Yes,Yes,Placed
6.7,2,1,1,No,No,NotPlaced
8.6,0,3,2,Yes,Yes,Placed
8.1,1,2,2,Yes,Yes,Placed
7.8,2,3,2,Yes,Yes,Placed
6.5,1,1,1,No,No,NotPlaced
8.6,0,3,1,Yes,Yes,Placed
8.1,1,3,2,No,Yes,Placed
8.5,2,3,2,Yes,No,NotPlaced
6.5,0,2,1,No,No,NotPlaced
8.3,1,2,1,Yes,Yes,NotPlaced
7.6,2,3,0,Yes,Yes,Placed
6.8,1,1,2,Yes,Yes,NotPlaced
8.1,0,2,0,Yes,Yes,NotPlaced
8.2,2,3,2,Yes,Yes,Placed
7.8,2,3,3,Yes,Yes,NotPlaced
7.7,0,1,1,No,No,NotPlaced
8.7,1,2,1,Yes,Yes,Placed
7.8,0,2,1,Yes,No,Placed
8.3,1,2,2,Yes,Yes,Placed
6.8,1,1,1,No,No,NotPlaced
7.4,1,1,0,No,Yes,NotPlaced
8.6,2,3,2,Yes,Yes,NotPlaced
6.5,1,1,1,No,No,NotPlaced
8.4,1,3,2,Yes,Yes,NotPlaced
8.3,2,3,2,Yes,Yes,Placed
7.6,1,2,1,Yes,Yes,Placed
7.5,1,2,0,No,No,NotPlaced
6.5,2,3,0,No,Yes,NotPlaced
6.5,0,1,1,No,Yes,NotPlaced
8.1,1,1,1,Yes,Yes,NotPlaced
6.7,1,2,1,No,Yes,NotPlaced
7.1,1,2,0,Yes,No,NotPlaced
8.4,2,3,2,Yes,Yes,Placed
7.6,0,3,0,No,Yes,NotPlaced
6.5,1,1,0,No,Yes,NotPlaced
8.2,1,3,2,Yes,Yes,Placed
6.5,1,1,1,No,No,NotPlaced
8.2,1,2,1,Yes,No,NotPlaced
8.7,2,3,2,Yes,Yes,Placed
8.3,2,3,2,Yes,Yes,Placed
7.9,1,2,2,Yes,No,Placed
6.7,0,2,1,No,No,NotPlaced
7.6,0,1,0,No,No,NotPlaced
8.2,2,3,2,Yes,Yes,Placed
6.5,1,2,1,No,Yes,NotPlaced
8.3,1,2,1,Yes,Yes,NotPlaced
8.3,1,3,1,Yes,Yes,Placed
6.5,2,3,0,No,No,NotPlaced
7.6,1,2,1,Yes,Yes,NotPlaced
6.5,1,1,1,No,No,NotPlaced
6.5,1,1,0,No,Yes,NotPlaced
8.1,2,2,2,No,No,NotPlaced
7.6,2,2,2,No,Yes,NotPlaced
8.3,2,3,2,No,Yes,Placed
7.5,0,1,1,No,No,NotPlaced
7.7,1,3,2,Yes,Yes,Placed
7.7,0,2,2,Yes,No,NotPlaced
8.8,2,3,2,Yes,Yes,Placed
6.5,1,2,1,No,No,NotPlaced
7.3,1,2,3,Yes,Yes,NotPlaced
6.5,0,1,0,No,No,NotPlaced
7.7,1,3,2,Yes,Yes,Placed
8.7,1,3,2,Yes,Yes,Placed
7.6,1,3,0,No,Yes,NotPlaced
7.8,1,1,0,No,No,NotPlaced
8,1,3,2,No,No,Placed
7.8,1,3,1,No,Yes,NotPlaced
7.4,1,1,1,Yes,No,Placed
7.3,1,3,0,No,Yes,Placed
8,2,3,3,Yes,Yes,NotPlaced
7.3,1,1,1,No,No,NotPlaced
7.4,1,2,1,No,No,NotPlaced
8.3,1,2,2,Yes,Yes,Placed
8.3,1,3,1,No,Yes,NotPlaced
8.9,0,2,1,No,No,NotPlaced
7.9,1,1,0,No,No,NotPlaced
7.5,1,1,0,No,No,NotPlaced
8.3,1,2,0,Yes,Yes,NotPlaced
7.6,2,1,2,No,Yes,NotPlaced
6.5,0,1,1,Yes,Yes,NotPlaced
7.6,0,1,0,No,Yes,NotPlaced
8.3,1,2,2,Yes,Yes,Placed
8.4,2,3,2,Yes,Yes,Placed
7.8,2,3,2,Yes,Yes,Placed
8.2,1,1,1,No,Yes,Placed
8.6,1,3,0,No,Yes,NotPlaced
7.4,0,1,1,No,Yes,NotPlaced
7.4,1,2,2,Yes,Yes,Placed
8.4,2,2,2,No,Yes,Placed
8.5,2,3,2,Yes,Yes,Placed
6.5,1,1,1,Yes,Yes,NotPlaced
8.3,2,3,2,Yes,Yes,Placed
7.3,1,2,1,No,No,NotPlaced
7.7,1,1,0,No,Yes,NotPlaced
8.2,2,2,2,Yes,Yes,Placed
8.1,2,3,2,Yes,Yes,NotPlaced
6.5,1,1,0,Yes,Yes,NotPlaced
8.8,2,3,2,Yes,Yes,Placed
8.6,2,3,2,Yes,Yes,Placed
6.5,1,2,1,No,Yes,NotPlaced
8.1,0,1,0,Yes,Yes,NotPlaced
6.9,1,2,1,Yes,Yes,NotPlaced
8.7,2,3,2,Yes,Yes,Placed
7.2,1,1,1,No,No,NotPlaced
6.5,1,1,0,No,Yes,NotPlaced
6.5,1,3,0,Yes,No,NotPlaced
8.2,1,3,2,Yes,No,NotPlaced
7.9,2,3,2,Yes,Yes,Placed
8.7,2,3,2,Yes,Yes,Placed
7.7,0,3,2,No,Yes,Placed
8,0,2,2,Yes,No,NotPlaced
7.7,1,1,1,No,Yes,Placed
6.5,2,3,2,Yes,Yes,Placed
6.5,1,2,0,No,Yes,NotPlaced
7.9,1,3,2,Yes,Yes,NotPlaced
8.2,1,1,0,No,No,NotPlaced
8.3,1,3,2,Yes,Yes,Placed
8.7,1,3,1,Yes,Yes,Placed
7.7,1,1,1,No,Yes,NotPlaced
8.3,2,3,2,Yes,Yes,Placed
7.7,1,1,0,No,No,Placed
6.6,0,2,2,No,Yes,NotPlaced
7.7,1,1,2,No,Yes,NotPlaced
7.1,1,1,1,No,No,NotPlaced
6.5,1,1,0,No,Yes,NotPlaced
8.1,1,2,0,Yes,Yes,Placed
6.7,2,1,1,No,Yes,NotPlaced
7.4,1,2,1,No,No,NotPlaced
7.6,1,2,0,Yes,Yes,NotPlaced
8.4,2,3,0,Yes,Yes,Placed
7.8,1,1,0,Yes,No,NotPlaced
8.5,1,3,2,Yes,Yes,Placed
7.6,1,1,1,No,Yes,NotPlaced
7.7,1,1,0,No,Yes,NotPlaced
8.8,2,3,2,Yes,Yes,Placed
7.7,1,1,1,No,No,NotPlaced
7.6,1,1,1,No,Yes,NotPlaced
7.9,2,1,1,Yes,Yes,Placed
8.7,2,3,1,Yes,Yes,NotPlaced
6.7,1,1,0,No,No,NotPlaced
7,1,2,1,Yes,Yes,NotPlaced
7.6,1,1,0,No,Yes,NotPlaced
7,1,3,2,Yes,Yes,Placed
7.4,1,2,1,No,Yes,NotPlaced
7.1,1,1,2,No,Yes,NotPlaced
8.1,2,3,0,Yes,No,NotPlaced
7.6,1,1,1,No,Yes,NotPlaced
8.3,1,3,2,Yes,Yes,Placed
6.8,1,1,0,No,No,NotPlaced
7.4,0,1,1,No,No,NotPlaced
7.2,1,2,1,No,Yes,NotPlaced
7.9,1,3,1,No,Yes,NotPlaced
8.1,1,2,1,No,Yes,NotPlaced
7.7,1,2,2,Yes,Yes,Placed
7.4,1,1,0,No,No,NotPlaced
6.6,0,1,2,Yes,No,Placed
7.6,1,2,0,Yes,Yes,NotPlaced
8,1,2,2,No,No,NotPlaced
6.9,1,1,1,No,Yes,NotPlaced
8.3,1,3,1,Yes,Yes,Placed
8.6,1,3,1,Yes,No,NotPlaced
7.4,1,1,1,No,No,NotPlaced
6.9,0,2,0,No,No,NotPlaced
7.3,0,1,0,No,Yes,NotPlaced
8.5,1,2,2,Yes,Yes,Placed
7.7,0,2,0,Yes,Yes,NotPlaced
7.6,0,1,1,No,Yes,NotPlaced
7.2,1,1,0,No,Yes,NotPlaced
8.2,2,1,1,Yes,Yes,NotPlaced
7.5,1,2,0,Yes,Yes,Placed
8,2,3,2,Yes,Yes,Placed
7.6,0,3,0,Yes,No,NotPlaced
8.3,1,2,0,No,Yes,NotPlaced
7.4,1,2,2,Yes,Yes,NotPlaced
7.8,1,2,1,Yes,Yes,Placed
7.5,0,1,0,No,No,NotPlaced
8.7,2,3,2,Yes,Yes,Placed
8.2,0,3,0,Yes,Yes,Placed
7.6,1,3,0,Yes,Yes,Placed
7.8,1,1,1,No,No,Placed
8.1,1,2,2,No,Yes,NotPlaced
8,1,3,2,Yes,Yes,NotPlaced
8.3,2,2,2,No,Yes,Placed
6.5,1,1,0,No,Yes,NotPlaced
7.9,0,3,0,Yes,Yes,NotPlaced
7.7,0,3,0,Yes,Yes,Placed
8.1,2,3,2,Yes,Yes,Placed
7.4,1,1,0,No,Yes,NotPlaced
7.9,2,3,2,Yes,No,Placed
6.6,0,1,0,Yes,Yes,NotPlaced
6.5,0,1,0,No,Yes,NotPlaced
7.4,1,3,1,Yes,No,NotPlaced
8.1,1,2,0,Yes,Yes,Placed
6.5,0,1,0,Yes,No,NotPlaced
8.1,2,3,2,Yes,No,Placed
7.3,0,3,0,Yes,No,NotPlaced
8.1,1,1,0,No,No,Placed
6.5,1,1,0,Yes,Yes,Placed
6.8,0,1,0,Yes,Yes,Placed
7.8,1,1,0,No,Yes,Placed
8.3,1,2,0,Yes,No,NotPlaced
7.8,0,3,0,Yes,Yes,NotPlaced
7.7,1,2,0,No,No,NotPlaced
7.9,1,1,1,Yes,Yes,NotPlaced
6.5,0,3,2,Yes,Yes,Placed
8.4,0,3,2,Yes,Yes,NotPlaced
6.5,2,1,1,Yes,No,NotPlaced
8.1,2,3,3,Yes,No,NotPlaced
8,1,1,0,No,No,NotPlaced
8.3,1,2,1,Yes,Yes,Placed
6.8,1,2,0,No,Yes,NotPlaced
7.4,0,2,0,No,Yes,Placed
7.6,1,1,0,No,No,NotPlaced
7.3,1,1,0,No,No,NotPlaced
7.7,1,1,0,No,No,NotPlaced
7.8,1,3,1,No,Yes,NotPlaced
8.4,0,2,3,Yes,Yes,Placed
7.9,1,3,2,Yes,Yes,NotPlaced
6.8,1,2,0,No,Yes,Placed
8.4,2,3,2,Yes,Yes,Placed
7.9,1,2,1,No,No,Placed
8.2,1,1,1,Yes,No,NotPlaced
7.6,1,1,0,No,Yes,NotPlaced
7.6,1,2,0,Yes,Yes,NotPlaced
8.3,1,2,0,No,Yes,NotPlaced
8.5,1,3,2,Yes,Yes,Placed
7.4,1,1,0,No,No,NotPlaced
8.1,2,2,0,Yes,No,NotPlaced
8,2,3,2,Yes,No,NotPlaced
7.6,0,1,0,Yes,Yes,NotPlaced
7.6,2,3,1,Yes,No,Placed
8.4,0,1,2,No,Yes,Placed
8.1,2,3,2,No,Yes,Placed
8.3,1,3,3,Yes,Yes,Placed
7.5,1,3,0,Yes,Yes,Placed
8.2,2,3,2,Yes,Yes,Placed
8.4,1,2,0,Yes,Yes,NotPlaced
8.6,2,3,2,Yes,Yes,Placed
7.5,0,2,1,Yes,Yes,Placed
8.7,2,3,2,Yes,Yes,NotPlaced
8.2,1,3,1,Yes,Yes,Placed
7.6,0,2,0,No,Yes,NotPlaced
7.7,1,1,1,No,No,NotPlaced
6.5,1,2,1,No,Yes,NotPlaced
8.4,2,3,0,Yes,Yes,NotPlaced
6.8,0,1,1,Yes,No,NotPlaced
7.5,1,2,2,Yes,Yes,NotPlaced
7.9,1,1,0,Yes,No,NotPlaced
8.6,1,3,2,Yes,Yes,Placed
7.8,0,3,2,Yes,Yes,Placed
7.5,2,2,0,No,Yes,NotPlaced
8.1,2,3,2,Yes,Yes,NotPlaced
6.7,1,1,1,No,Yes,Placed
8.1,2,3,2,Yes,Yes,Placed
6.5,0,2,1,No,No,NotPlaced
8.3,1,3,2,Yes,No,Placed
6.6,0,1,0,No,Yes,NotPlaced
7.8,0,3,2,No,Yes,Placed
7.5,0,1,0,No,No,NotPlaced
7.5,1,2,0,No,Yes,NotPlaced
8.2,2,1,2,No,No,NotPlaced
8.3,2,3,3,Yes,Yes,Placed
8.4,1,1,0,Yes,No,NotPlaced
8.3,2,1,1,Yes,No,NotPlaced
8.5,2,3,2,Yes,Yes,Placed
8.4,2,2,0,Yes,No,Placed
7.1,1,1,0,No,No,NotPlaced
7.6,2,2,3,Yes,Yes,Placed
8.8,1,3,0,No,Yes,NotPlaced
8.3,1,3,2,Yes,Yes,Placed
8.4,2,3,2,Yes,Yes,Placed
8.2,0,3,2,Yes,No,Placed
8.1,2,2,1,No,No,NotPlaced
6.5,1,1,0,No,No,NotPlaced
7.6,1,1,0,No,No,NotPlaced
8.3,1,3,0,Yes,Yes,Placed
7.1,1,2,0,No,No,NotPlaced
7.5,0,1,1,Yes,No,NotPlaced
7.7,0,3,1,Yes,No,NotPlaced
8.3,2,3,2,Yes,Yes,Placed
6.5,1,1,0,No,No,NotPlaced
8.4,1,3,0,Yes,Yes,Placed
8.1,2,1,1,No,No,Placed
7.6,2,2,2,Yes,Yes,Placed
8.3,1,3,2,Yes,Yes,Placed
7.4,2,2,0,Yes,Yes,NotPlaced
7.7,1,2,1,Yes,Yes,Placed
7.6,1,1,0,Yes,Yes,NotPlaced
7.6,1,1,1,No,No,NotPlaced
8.8,2,3,2,Yes,Yes,Placed
7.7,1,3,0,Yes,Yes,Placed
7.3,0,1,2,Yes,Yes,Placed
6.7,0,1,1,No,Yes,NotPlaced
6.5,1,1,0,No,No,NotPlaced
6.6,1,1,0,No,No,NotPlaced
7.1,0,1,0,No,Yes,Placed
8.6,1,2,2,Yes,Yes,NotPlaced
8.3,2,3,2,Yes,Yes,Placed
8.1,1,3,2,Yes,Yes,NotPlaced
7.6,0,1,1,No,No,NotPlaced
7.4,1,3,1,Yes,Yes,NotPlaced
7.5,1,2,1,Yes,Yes,NotPlaced
8.2,2,3,2,Yes,Yes,Placed
8.5,1,1,1,No,Yes,NotPlaced
8.4,2,3,2,Yes,Yes,Placed
7.4,1,1,0,No,No,NotPlaced
6.6,1,1,1,Yes,Yes,NotPlaced
8.6,2,3,2,Yes,Yes,Placed
8.2,2,3,2,Yes,Yes,Placed
7.8,1,2,1,Yes,Yes,NotPlaced
7.4,1,1,1,Yes,Yes,NotPlaced
8.2,1,3,2,Yes,Yes,Placed
8.3,2,2,0,No,No,NotPlaced
8.5,1,3,0,Yes,Yes,Placed
6.5,1,1,2,Yes,No,NotPlaced
8.4,1,2,2,Yes,Yes,Placed
8.7,1,1,0,No,No,Placed
8.1,0,2,1,No,No,Placed
6.6,0,1,0,No,Yes,NotPlaced
7.2,1,1,2,No,No,NotPlaced
7.4,1,2,0,No,Yes,NotPlaced
7.5,1,1,1,No,No,NotPlaced
8.2,1,3,2,Yes,No,NotPlaced
7.4,1,1,1,No,Yes,NotPlaced
7.7,0,2,0,No,Yes,NotPlaced
8.3,0,3,2,Yes,Yes,Placed
6.5,1,2,0,No,No,NotPlaced
7.5,1,1,1,No,No,NotPlaced
8.1,2,3,2,No,Yes,NotPlaced
8.7,1,3,1,Yes,Yes,Placed
8.3,1,3,2,Yes,Yes,Placed
6.5,0,2,0,No,Yes,NotPlaced
8.3,2,3,2,Yes,Yes,Placed
7.1,1,3,2,Yes,Yes,Placed
6.5,0,1,1,No,No,NotPlaced
6.9,1,3,1,Yes,Yes,NotPlaced
6.5,1,1,1,Yes,Yes,NotPlaced
7.5,0,1,0,No,No,NotPlaced
7.5,1,1,0,No,No,NotPlaced
7.9,1,1,0,No,Yes,Placed
7.5,1,2,1,Yes,Yes,NotPlaced
8.3,1,3,2,Yes,Yes,NotPlaced
8.2,0,3,2,Yes,Yes,Placed
7.6,1,1,1,Yes,Yes,Placed
8.5,0,3,2,Yes,Yes,Placed
8.6,2,2,2,Yes,Yes,Placed
8.5,1,3,2,Yes,Yes,Placed
6.5,1,2,1,No,No,NotPlaced
8.9,1,3,0,Yes,Yes,Placed
7.3,1,1,1,No,Yes,NotPlaced
7.9,1,2,1,Yes,No,NotPlaced
7.3,1,1,1,No,Yes,NotPlaced
6.5,1,1,1,No,Yes,NotPlaced
7.9,2,3,2,Yes,Yes,Placed
7.8,1,2,2,Yes,Yes,Placed
6.7,1,1,0,No,Yes,NotPlaced
8.3,2,3,2,Yes,Yes,NotPlaced
7,1,2,1,Yes,Yes,NotPlaced
8.3,1,3,2,No,Yes,Placed
6.5,1,1,1,No,No,NotPlaced
6.8,1,1,1,No,Yes,NotPlaced
6.5,0,1,0,No,No,NotPlaced
6.5,1,2,1,Yes,Yes,Placed
8,0,3,2,No,No,Placed
7.5,1,1,1,No,No,NotPlaced
8.1,1,1,0,Yes,No,Placed
7.4,0,1,0,No,No,NotPlaced
6.5,2,1,1,Yes,Yes,NotPlaced
6.5,1,2,2,Yes,Yes,Placed
7.6,1,1,1,Yes,Yes,NotPlaced
6.5,1,2,1,No,No,NotPlaced
7.9,1,3,1,Yes,Yes,Placed
8.2,1,2,0,Yes,Yes,Placed
6.8,0,1,0,No,No,NotPlaced
8.4,0,2,1,No,Yes,Placed
7.9,2,3,3,Yes,Yes,Placed
7,1,1,1,No,No,NotPlaced
7.7,1,2,0,Yes,Yes,Placed
7.4,0,2,0,No,No,NotPlaced
8.4,2,3,2,Yes,Yes,Placed
6.5,1,2,0,No,No,NotPlaced
7.6,1,1,1,No,No,NotPlaced
7.1,1,1,0,No,Yes,NotPlaced
7.5,1,1,2,Yes,No,NotPlaced
6.5,1,1,0,No,No,NotPlaced
7.9,1,2,0,Yes,No,Placed
6.5,1,1,1,Yes,No,Placed
8.1,2,3,3,Yes,Yes,Placed
8.3,1,3,2,Yes,Yes,Placed
8.7,1,3,2,Yes,Yes,NotPlaced
7.5,0,2,0,No,Yes,NotPlaced
7.7,2,1,0,Yes,No,Placed
6.8,1,1,0,No,No,NotPlaced
8.5,1,3,1,Yes,Yes,Placed
7.9,0,2,0,Yes,Yes,Placed
7.4,1,1,0,No,No,NotPlaced
8.1,1,2,0,Yes,Yes,Placed
8.5,0,1,0,No,Yes,NotPlaced
6.6,1,3,2,Yes,Yes,Placed
8.4,2,2,2,Yes,Yes,Placed
7.3,0,2,1,No,No,NotPlaced
8.5,2,3,2,Yes,Yes,Placed
8.5,2,3,2,Yes,Yes,Placed
8.4,2,3,2,Yes,Yes,Placed
8.2,2,3,2,Yes,No,Placed
8.1,1,3,1,No,Yes,Placed
7.4,1,1,2,Yes,No,Placed
7.7,0,1,0,Yes,No,NotPlaced
7.4,1,1,1,Yes,Yes,NotPlaced
8.2,1,2,2,Yes,Yes,Placed
8.2,2,3,2,Yes,No,Placed
7.6,0,3,0,Yes,Yes,Placed
7.5,2,2,0,No,No,NotPlaced
8.4,2,1,2,Yes,Yes,Placed
8,1,2,0,No,Yes,NotPlaced
8.5,2,3,2,Yes,Yes,NotPlaced
7.3,0,3,0,Yes,Yes,NotPlaced
8.3,1,2,0,Yes,Yes,Placed
8.6,0,1,0,No,Yes,NotPlaced
7.5,1,1,1,No,Yes,NotPlaced
8.8,2,1,2,Yes,Yes,Placed
8.3,2,3,2,Yes,Yes,Placed
6.6,0,1,3,No,No,NotPlaced
7.9,2,3,2,Yes,Yes,Placed
6.7,1,1,0,Yes,Yes,NotPlaced
8,1,2,1,No,Yes,Placed
7.4,2,2,2,Yes,Yes,Placed
7.7,2,2,1,No,No,NotPlaced
7.1,1,3,2,Yes,Yes,NotPlaced
8.5,2,3,2,Yes,No,Placed
6.5,0,1,1,No,No,NotPlaced
7.2,2,1,1,Yes,Yes,Placed
7.9,0,1,0,Yes,Yes,Placed
7.5,1,3,0,No,No,NotPlaced
7.7,2,3,2,Yes,Yes,Placed
6.9,0,3,2,Yes,Yes,Placed
7.6,1,2,0,No,No,NotPlaced
8.7,1,3,0,Yes,Yes,Placed
8.5,2,1,2,Yes,Yes,Placed
8.2,1,2,0,Yes,Yes,NotPlaced
8.1,2,3,2,Yes,Yes,Placed
7.9,1,3,2,Yes,Yes,Placed
7.8,2,3,2,Yes,Yes,Placed
8,2,1,0,Yes,Yes,Placed
8.3,1,2,1,Yes,Yes,NotPlaced
8.6,1,2,3,Yes,Yes,Placed
7.6,0,1,0,No,No,NotPlaced
7.5,1,1,1,No,Yes,NotPlaced
6.6,1,1,0,No,No,NotPlaced
8.1,2,2,1,Yes,Yes,Placed
7.7,2,3,0,Yes,No,NotPlaced
8.1,1,3,2,Yes,Yes,Placed
8,1,3,2,Yes,Yes,Placed
8.1,2,1,1,Yes,Yes,NotPlaced
7.6,1,2,1,Yes,Yes,NotPlaced
8.4,2,1,2,Yes,No,Placed
6.6,0,1,1,No,Yes,NotPlaced
6.7,1,1,0,Yes,No,Placed
8.3,0,3,2,Yes,Yes,Placed
8.3,1,2,1,Yes,Yes,NotPlaced
7,1,2,0,Yes,No,NotPlaced
6.7,1,3,0,Yes,Yes,NotPlaced
8.4,1,3,2,Yes,Yes,Placed
8.1,0,3,2,Yes,Yes,Placed
7.3,0,1,0,No,No,NotPlaced
8.2,0,3,2,No,Yes,NotPlaced
7.7,1,3,0,Yes,Yes,Placed
8.5,1,3,2,Yes,Yes,Placed
6.8,1,2,0,No,Yes,NotPlaced
7.9,2,3,2,Yes,Yes,Placed
8.5,0,3,0,Yes,Yes,NotPlaced
7.6,1,1,0,No,No,NotPlaced
7.3,1,3,0,Yes,No,NotPlaced
7.5,0,1,0,No,No,NotPlaced
8.2,0,3,2,Yes,Yes,NotPlaced
8,1,1,0,Yes,Yes,NotPlaced
7.8,1,3,2,Yes,Yes,Placed
8.6,1,3,2,Yes,Yes,Placed
8.2,2,3,2,Yes,Yes,Placed
8.3,2,3,2,Yes,Yes,Placed
7.4,0,1,0,No,No,NotPlaced
8.5,0,3,2,Yes,Yes,Placed
7.4,1,3,1,Yes,Yes,Placed
8.4,2,3,3,Yes,Yes,Placed
7.3,1,1,0,No,Yes,NotPlaced
7,0,1,1,No,Yes,NotPlaced
6.7,0,2,1,No,Yes,NotPlaced
7.6,1,2,0,Yes,Yes,NotPlaced
7.5,1,2,3,No,Yes,NotPlaced
7.3,0,2,0,No,Yes,NotPlaced
7.3,0,1,0,No,No,NotPlaced
7.7,0,1,1,No,No,NotPlaced
8.2,2,3,2,Yes,Yes,Placed
8,1,2,1,Yes,Yes,Placed
7.6,1,1,1,Yes,Yes,NotPlaced
7.8,1,2,2,No,No,NotPlaced
8.5,2,3,2,Yes,Yes,Placed
7,1,2,0,Yes,No,NotPlaced
7.7,0,2,1,Yes,Yes,NotPlaced
7.7,1,1,0,No,Yes,NotPlaced
7,1,2,0,No,Yes,NotPlaced
8.2,2,3,2,Yes,Yes,Placed
7.4,1,1,1,No,No,NotPlaced
8.3,2,3,2,Yes,Yes,NotPlaced
8.5,2,3,2,Yes,Yes,Placed
6.7,0,3,2,Yes,Yes,Placed
7.4,1,1,0,No,Yes,NotPlaced
8.2,1,3,0,Yes,Yes,Placed
7.7,2,2,3,Yes,Yes,NotPlaced
8.2,1,3,2,Yes,Yes,Placed
8.7,2,3,2,Yes,Yes,Placed
8.2,1,1,0,Yes,Yes,NotPlaced
7.6,1,1,1,No,No,NotPlaced
7.9,2,3,2,Yes,Yes,Placed
6.7,1,1,0,No,No,NotPlaced
7.8,0,2,0,Yes,Yes,Placed
8.3,2,3,2,Yes,Yes,Placed
8.3,1,2,2,Yes,Yes,Placed
7.7,0,2,0,Yes,No,Placed
7.6,1,2,2,Yes,No,NotPlaced
7,1,1,2,Yes,No,NotPlaced
6.5,1,1,0,No,No,NotPlaced
7.6,1,3,2,Yes,Yes,NotPlaced
6.7,1,1,0,No,No,NotPlaced
7.9,2,3,2,Yes,Yes,NotPlaced
7.5,0,1,0,No,No,NotPlaced
7.8,2,3,0,Yes,Yes,Placed
7.5,1,2,1,No,Yes,NotPlaced
8.4,2,3,2,Yes,Yes,NotPlaced
7.8,0,3,0,No,No,Placed
7.7,2,3,2,Yes,Yes,Placed
6.5,0,1,0,No,No,NotPlaced
8.3,0,3,0,Yes,No,Placed
7.7,1,1,1,Yes,Yes,NotPlaced
6.5,1,2,0,No,No,NotPlaced
8.5,2,3,2,Yes,Yes,Placed
8.3,2,3,2,Yes,No,Placed
7.6,1,1,0,No,No,NotPlaced
8.7,1,3,2,Yes,Yes,Placed
7.3,1,1,0,No,Yes,NotPlaced
6.5,0,1,0,No,No,NotPlaced
8.7,2,3,3,Yes,Yes,Placed
6.7,1,2,2,Yes,No,Placed
8.1,1,2,2,Yes,Yes,Placed
7.2,1,1,3,No,No,NotPlaced
7.6,1,1,0,No,Yes,NotPlaced
6.5,1,3,0,Yes,No,NotPlaced
8,0,1,1,No,No,NotPlaced
7.9,1,1,1,No,No,NotPlaced
7.6,1,2,0,No,Yes,NotPlaced
7.7,0,1,0,Yes,Yes,NotPlaced
7.5,1,3,0,Yes,Yes,Placed
7.2,1,1,0,No,No,NotPlaced
8.4,2,3,2,Yes,Yes,Placed
8.6,1,3,1,Yes,Yes,Placed
7.8,1,1,2,No,No,NotPlaced
7.7,1,1,1,Yes,Yes,NotPlaced
7.8,2,3,2,Yes,Yes,Placed
8.2,1,2,2,Yes,Yes,Placed
6.7,1,1,1,No,No,NotPlaced
8.6,2,3,2,Yes,Yes,Placed
7.8,2,3,2,Yes,Yes,Placed
6.8,1,1,1,No,No,NotPlaced
8,2,3,2,Yes,Yes,Placed
8.4,0,3,0,Yes,Yes,Placed
7.6,1,2,0,No,Yes,Placed
8.2,2,3,2,Yes,Yes,Placed
8.1,2,3,1,Yes,Yes,NotPlaced
7.4,0,1,1,No,Yes,NotPlaced
8.4,1,1,0,Yes,Yes,Placed
8.2,1,3,0,Yes,Yes,Placed
8.4,1,1,0,Yes,Yes,NotPlaced
8.2,1,1,0,Yes,Yes,Placed
8.6,2,3,0,Yes,Yes,Placed
8.6,1,3,0,Yes,Yes,Placed
6.5,0,1,0,No,No,NotPlaced
6.6,1,1,0,Yes,Yes,NotPlaced
6.8,0,2,1,No,No,NotPlaced
8.4,1,1,2,Yes,Yes,NotPlaced
7.6,0,1,2,No,Yes,NotPlaced
7.7,1,1,1,No,Yes,NotPlaced
7.5,1,1,0,No,No,NotPlaced
8.2,0,3,2,Yes,No,NotPlaced
8.5,1,3,2,Yes,Yes,Placed
7.8,1,1,0,No,No,NotPlaced
7.5,2,2,1,Yes,Yes,NotPlaced
7.2,0,2,1,Yes,Yes,NotPlaced
8.4,2,1,2,Yes,Yes,NotPlaced
8.7,2,2,2,No,Yes,NotPlaced
6.6,1,1,1,No,Yes,NotPlaced
8,2,3,0,No,Yes,Placed
7.7,1,2,0,No,Yes,NotPlaced
6.9,1,2,0,Yes,Yes,NotPlaced
6.8,1,2,0,No,Yes,NotPlaced
6.5,2,3,2,Yes,Yes,NotPlaced
8.3,1,1,0,No,Yes,NotPlaced
7.2,0,1,0,No,No,NotPlaced
6.6,1,2,0,No,No,NotPlaced
8.5,1,3,0,Yes,No,Placed
